# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       6.183        0.000        0.773        4.520
       6.183        0.000        0.773        4.520
       6.183        0.000        0.773        4.520
       6.184        0.000        0.773        4.520
       6.184        0.000        0.773        4.520
       6.184        0.000        0.773        4.520
       6.184        0.000        0.773        4.520
       6.184        0.000        0.773        4.520
       6.185        0.000        0.773        4.520
       6.185        0.000        0.773        4.520
       6.185        0.000        0.773        4.520
       6.185        0.000        0.773        4.520
       6.186        0.000        0.773        4.520
       6.186        0.000        0.773        4.520
       6.186        0.000        0.773        4.520
       6.186        0.000        0.773        4.520
       6.186        0.000        0.773        4.520
       6.187        0.000        0.773        4.520
       6.187        0.000        0.773        4.520
       6.187        0.000        0.773        4.520
       6.187        0.000        0.773        4.520
       6.188        0.000        0.773        4.520
       6.188        0.000        0.773        4.520
       6.188        0.000        0.773        4.520
       6.188        0.000        0.773        4.520
       6.188        0.000        0.773        4.520
       6.189        0.000        0.773        4.520
       6.189        0.000        0.773        4.520
       6.189        0.000        0.773        4.520
       6.189        0.000        0.773        4.520
       6.189        0.000        0.773        4.520
       6.190        0.000        0.773        4.520
       6.190        0.000        0.773        4.520
       6.190        0.000        0.773        4.520
       6.190        0.000        0.773        4.520
       6.191        0.000        0.773        4.520
       6.191        0.000        0.773        4.520
       6.191        0.000        0.773        4.520
       6.191        0.000        0.773        4.520
       6.191        0.000        0.773        4.520
       6.192        0.000        0.773        4.520
       6.192        0.000        0.773        4.520
       6.192        0.000        0.773        4.520
       6.192        0.000        0.773        4.520
       6.193        0.000        0.773        4.520
       6.193        0.000        0.773        4.520
       6.193        0.000        0.773        4.520
       6.193        0.000        0.773        4.520
       6.193        0.000        0.773        4.520
       6.194        0.000        0.773        4.520
       6.194        0.000        0.773        4.520
       6.194        0.000        0.773        4.520
       6.194        0.000        0.773        4.520
       6.195        0.000        0.773        4.520
       6.195        0.000        0.773        4.520
       6.195        0.000        0.773        4.520
       6.195        0.000        0.773        4.520
       6.195        0.000        0.773        4.520
       6.196        0.000        0.773        4.520
       6.196        0.000        0.773        4.520
       6.196        0.000        0.773        4.520
       6.196        0.000        0.773        4.520
       6.196        0.000        0.773        4.520
       6.197        0.000        0.773        4.520
       6.197        0.000        0.773        4.520
       6.197        0.000        0.773        4.520
       6.197        0.000        0.773        4.520
       6.198        0.000        0.773        4.520
       6.198        0.000        0.773        4.520
       6.198        0.000        0.773        4.520
       6.198        0.000        0.773        4.520
       6.199        0.000        0.773        4.520
       6.199        0.000        0.773        4.520
       6.199        0.000        0.773        4.520
       6.199        0.000        0.773        4.520
       6.199        0.000        0.773        4.520
       6.200        0.000        0.773        4.520
       6.200        0.000        0.773        4.520
       6.200        0.000        0.773        4.520
       6.200        0.000        0.773        4.520
       6.200        0.000        0.773        4.520
       6.201        0.000        0.773        4.520
       6.201        0.000        0.773        4.520
       6.201        0.000        0.773        4.520
       6.201        0.000        0.773        4.520
       6.202        0.000        0.773        4.520
       6.202        0.000        0.773        4.520
       6.202        0.000        0.773        4.520
       6.202        0.000        0.773        4.520
       6.203        0.000        0.773        4.520
       6.203        0.000        0.773        4.520
       6.203        0.000        0.773        4.520
       6.203        0.000        0.773        4.520
       6.203        0.000        0.773        4.520
       6.204        0.000        0.773        4.520
       6.204        0.000        0.773        4.520
       6.204        0.000        0.773        4.520
       6.204        0.000        0.773        4.520
       6.204        0.000        0.773        4.520
       6.205        0.000        0.773        4.520
       6.205        0.000        0.773        4.520
       6.205        0.000        0.773        4.520
       6.205        0.000        0.773        4.520
       6.206        0.000        0.773        4.520
       6.206        0.000        0.773        4.520
       6.206        0.000        0.773        4.520
       6.206        0.000        0.773        4.520
       6.206        0.000        0.773        4.520
       6.207        0.000        0.773        4.520
       6.207        0.000        0.773        4.520
       6.207        0.000        0.773        4.520
       6.207        0.000        0.773        4.520
       6.208        0.000        0.773        4.520
       6.208        0.000        0.773        4.520
       6.208        0.000        0.773        4.520
       6.208        0.000        0.773        4.520
       6.208        0.000        0.773        4.520
       6.209        0.000        0.773        4.520
       6.209        0.000        0.773        4.520
       6.209        0.000        0.773        4.520
       6.209        0.000        0.773        4.520
       6.209        0.000        0.773        4.520
       6.210        0.000        0.773        4.520
       6.210        0.000        0.773        4.520
       6.210        0.000        0.773        4.520
       6.210        0.000        0.773        4.520
       6.211        0.000        0.773        4.520
       6.211        0.000        0.773        4.520
       6.211        0.000        0.773        4.520
       6.211        0.000        0.773        4.520
       6.211        0.000        0.773        4.520
       6.212        0.000        0.773        4.520
       6.212        0.000        0.773        4.520
       6.212        0.000        0.773        4.520
       6.212        0.000        0.773        4.520
       6.213        0.000        0.773        4.520
       6.213        0.000        0.773        4.520
       6.213        0.000        0.773        4.520
       6.213        0.000        0.773        4.520
       6.213        0.000        0.773        4.520
       6.214        0.000        0.773        4.520
       6.214        0.000        0.773        4.520
       6.214        0.000        0.773        4.520
       6.214        0.000        0.773        4.520
       6.215        0.000        0.773        4.520
       6.215        0.000        0.773        4.520
       6.215        0.000        0.773        4.520
       6.215        0.000        0.773        4.520
       6.215        0.000        0.773        4.520
       6.216        0.000        0.773        4.520
       6.216        0.000        0.773        4.520
       6.216        0.000        0.773        4.520
       6.216        0.000        0.773        4.520
       6.216        0.000        0.773        4.520
       6.217        0.000        0.773        4.520
       6.217        0.000        0.773        4.520
       6.217        0.000        0.773        4.520
       6.217        0.000        0.773        4.520
       6.218        0.000        0.773        4.520
       6.218        0.000        0.773        4.520
       6.218        0.000        0.773        4.520
       6.218        0.000        0.773        4.520
       6.219        0.000        0.773        4.520
       6.219        0.000        0.773        4.520
       6.219        0.000        0.773        4.520
       6.219        0.000        0.773        4.520
       6.219        0.000        0.773        4.520
       6.220        0.000        0.773        4.520
       6.220        0.000        0.773        4.520
       6.220        0.000        0.773        4.520
       6.220        0.000        0.773        4.520
       6.220        0.000        0.773        4.520
       6.221        0.000        0.773        4.520
       6.221        0.000        0.773        4.520
       6.221        0.000        0.773        4.520
       6.221        0.000        0.773        4.520
       6.222        0.000        0.773        4.520
       6.222        0.000        0.773        4.520
       6.222        0.000        0.773        4.520
       6.222        0.000        0.773        4.520
       6.222        0.000        0.773        4.520
       6.223        0.000        0.773        4.520
       6.223        0.000        0.773        4.520
       6.223        0.000        0.773        4.520
       6.223        0.000        0.773        4.520
       6.224        0.000        0.773        4.520
       6.224        0.000        0.773        4.520
       6.224        0.000        0.773        4.520
       6.224        0.000        0.773        4.520
       6.224        0.000        0.773        4.520
       6.225        0.000        0.773        4.520
       6.225        0.000        0.773        4.520
       6.225        0.000        0.773        4.520
       6.225        0.000        0.773        4.520
       6.225        0.000        0.773        4.520
       6.226        0.000        0.773        4.520
       6.226        0.000        0.773        4.520
       6.226        0.000        0.773        4.520
       6.226        0.000        0.773        4.520
       6.227        0.000        0.773        4.520
       6.227        0.000        0.773        4.520
       6.227        0.000        0.773        4.520
       6.227        0.000        0.773        4.520
       6.227        0.000        0.773        4.520
       6.228        0.000        0.773        4.520
       6.228        0.000        0.773        4.520
       6.228        0.000        0.773        4.520
       6.228        0.000        0.773        4.520
       6.229        0.000        0.773        4.520
       6.229        0.000        0.773        4.520
       6.229        0.000        0.773        4.520
       6.229        0.000        0.773        4.520
       6.229        0.000        0.773        4.520
       6.230        0.000        0.773        4.520
       6.230        0.000        0.773        4.520
       6.230        0.000        0.773        4.520
       6.230        0.000        0.773        4.520
       6.231        0.000        0.773        4.520
       6.231        0.000        0.773        4.520
       6.231        0.000        0.773        4.520
       6.231        0.000        0.773        4.520
       6.231        0.000        0.773        4.520
       6.232        0.000        0.773        4.520
       6.232        0.000        0.773        4.520
       6.232        0.000        0.773        4.520
       6.232        0.000        0.773        4.520
       6.233        0.000        0.773        4.520
       6.233        0.000        0.773        4.520
       6.233        0.000        0.773        4.520
       6.233        0.000        0.773        4.520
       6.233        0.000        0.773        4.520
       6.234        0.000        0.773        4.520
       6.234        0.000        0.773        4.520
       6.234        0.000        0.773        4.520
       6.234        0.000        0.773        4.520
       6.235        0.000        0.773        4.520
       6.235        0.000        0.773        4.520
       6.235        0.000        0.773        4.520
       6.235        0.000        0.773        4.520
       6.235        0.000        0.773        4.520
       6.236        0.000        0.773        4.520
       6.236        0.000        0.773        4.520
       6.236        0.000        0.773        4.520
       6.236        0.000        0.773        4.520
       6.236        0.000        0.773        4.520
       6.237        0.000        0.773        4.520
       6.237        0.000        0.773        4.520
       6.237        0.000        0.773        4.520
       6.237        0.000        0.773        4.520
       6.238        0.000        0.773        4.520
       6.238        0.000        0.773        4.520
       6.238        0.000        0.773        4.520
       6.238        0.000        0.773        4.520
       6.239        0.000        0.773        4.520
       6.239        0.000        0.773        4.520
       6.239        0.000        0.773        4.520
       6.239        0.000        0.773        4.520
       6.239        0.000        0.773        4.520
       6.240        0.000        0.773        4.520
       6.240        0.000        0.773        4.520
       6.240        0.000        0.773        4.520
       6.240        0.000        0.773        4.520
       6.240        0.000        0.773        4.520
       6.241        0.000        0.773        4.520
       6.241        0.000        0.773        4.520
       6.241        0.000        0.773        4.520
       6.241        0.000        0.773        4.520
       6.242        0.000        0.773        4.520
       6.242        0.000        0.773        4.520
       6.242        0.000        0.773        4.520
       6.242        0.000        0.773        4.520
       6.242        0.000        0.773        4.520
       6.243        0.000        0.773        4.520
       6.243        0.000        0.773        4.520
       6.243        0.000        0.773        4.520
       6.243        0.000        0.773        4.520
       6.243        0.000        0.773        4.520
       6.244        0.000        0.773        4.520
       6.244        0.000        0.773        4.520
       6.244        0.000        0.773        4.520
       6.244        0.000        0.773        4.520
       6.245        0.000        0.773        4.520
       6.245        0.000        0.773        4.520
       6.245        0.000        0.773        4.520
       6.245        0.000        0.773        4.520
       6.245        0.000        0.773        4.520
       6.246        0.000        0.773        4.520
       6.246        0.000        0.773        4.520
       6.246        0.000        0.773        4.520
       6.246        0.000        0.773        4.520
       6.247        0.000        0.773        4.520
       6.247        0.000        0.773        4.520
       6.247        0.000        0.773        4.520
       6.247        0.000        0.773        4.520
       6.247        0.000        0.773        4.520
       6.248        0.000        0.773        4.520
       6.248        0.000        0.773        4.520
       6.248        0.000        0.773        4.520
       6.248        0.000        0.773        4.520
       6.249        0.000        0.773        4.520
       6.249        0.000        0.773        4.520
       6.249        0.000        0.773        4.520
       6.249        0.000        0.773        4.520
       6.249        0.000        0.773        4.520
       6.250        0.000        0.773        4.520
       6.250        0.000        0.773        4.520
       6.250        0.000        0.773        4.520
       6.250        0.000        0.773        4.520
       6.251        0.000        0.773        4.520
       6.251        0.000        0.773        4.520
       6.251        0.000        0.773        4.520
       6.251        0.000        0.773        4.520
       6.251        0.000        0.773        4.520
       6.252        0.000        0.773        4.520
       6.252        0.000        0.773        4.520
       6.252        0.000        0.773        4.520
       6.252        0.000        0.773        4.520
       6.253        0.000        0.773        4.520
       6.253        0.000        0.773        4.520
       6.253        0.000        0.773        4.520
       6.253        0.000        0.773        4.520
       6.253        0.000        0.773        4.520
       6.254        0.000        0.773        4.520
       6.254        0.000        0.773        4.520
       6.254        0.000        0.773        4.520
       6.254        0.000        0.773        4.520
       6.255        0.000        0.773        4.520
       6.255        0.000        0.773        4.520
       6.255        0.000        0.773        4.520
       6.255        0.000        0.773        4.520
       6.255        0.000        0.773        4.520
       6.256        0.000        0.773        4.520
       6.256        0.000        0.773        4.520
       6.256        0.000        0.773        4.520
       6.256        0.000        0.773        4.520
       6.257        0.000        0.773        4.520
       6.257        0.000        0.773        4.520
       6.257        0.000        0.773        4.520
       6.257        0.000        0.773        4.520
       6.257        0.000        0.773        4.520
       6.258        0.000        0.773        4.520
       6.258        0.000        0.773        4.520
       6.258        0.000        0.773        4.520
       6.258        0.000        0.773        4.520
       6.259        0.000        0.773        4.520
       6.259        0.000        0.773        4.520
       6.259        0.000        0.773        4.520
       6.259        0.000        0.773        4.520
       6.259        0.000        0.773        4.520
       6.260        0.000        0.773        4.520
       6.260        0.000        0.773        4.520
       6.260        0.000        0.773        4.520
       6.260        0.000        0.773        4.520
       6.260        0.000        0.773        4.520
       6.261        0.000        0.773        4.520
       6.261        0.000        0.773        4.520
       6.261        0.000        0.773        4.520
       6.261        0.000        0.773        4.520
       6.262        0.000        0.773        4.520
       6.262        0.000        0.773        4.520
       6.262        0.000        0.773        4.520
       6.262        0.000        0.773        4.520
       6.262        0.000        0.773        4.520
       6.263        0.000        0.773        4.520
       6.263        0.000        0.773        4.520
       6.263        0.000        0.773        4.520
       6.263        0.000        0.773        4.520
       6.264        0.000        0.773        4.520
       6.264        0.000        0.773        4.520
       6.264        0.000        0.773        4.520
       6.264        0.000        0.773        4.520
       6.264        0.000        0.773        4.520
       6.265        0.000        0.773        4.520
       6.265        0.000        0.773        4.520
       6.265        0.000        0.773        4.520
       6.265        0.000        0.773        4.520
       6.266        0.000        0.773        4.520
       6.266        0.000        0.773        4.520
       6.266        0.000        0.773        4.520
       6.266        0.000        0.773        4.520
       6.266        0.000        0.773        4.520
       6.267        0.000        0.773        4.520
       6.267        0.000        0.773        4.520
       6.267        0.000        0.773        4.520
       6.267        0.000        0.773        4.520
       6.268        0.000        0.773        4.520
       6.268        0.000        0.773        4.520
       6.268        0.000        0.773        4.520
       6.268        0.000        0.773        4.520
       6.268        0.000        0.773        4.520
       6.269        0.000        0.773        4.520
       6.269        0.000        0.773        4.520
       6.269        0.000        0.773        4.520
       6.269        0.000        0.773        4.520
       6.269        0.000        0.773        4.520
       6.270        0.000        0.773        4.520
       6.270        0.000        0.773        4.520
       6.270        0.000        0.773        4.520
       6.270        0.000        0.773        4.520
       6.271        0.000        0.773        4.520
       6.271        0.000        0.773        4.520
       6.271        0.000        0.773        4.520
       6.271        0.000        0.773        4.520
       6.272        0.000        0.773        4.520
       6.272        0.000        0.773        4.520
       6.272        0.000        0.773        4.520
       6.272        0.000        0.773        4.520
       6.272        0.000        0.773        4.520
       6.273        0.000        0.773        4.520
       6.273        0.000        0.773        4.520
       6.273        0.000        0.773        4.520
       6.273        0.000        0.773        4.520
       6.273        0.000        0.773        4.520
       6.274        0.000        0.773        4.520
       6.274        0.000        0.773        4.520
       6.274        0.000        0.773        4.520
       6.274        0.000        0.773        4.520
       6.275        0.000        0.773        4.520
       6.275        0.000        0.773        4.520
       6.275        0.000        0.773        4.520
       6.275        0.000        0.773        4.520
       6.275        0.000        0.773        4.520
       6.276        0.000        0.773        4.520
       6.276        0.000        0.773        4.520
       6.276        0.000        0.773        4.520
       6.276        0.000        0.773        4.520
       6.277        0.000        0.773        4.520
       6.277        0.000        0.773        4.520
       6.277        0.000        0.773        4.520
       6.277        0.000        0.773        4.520
       6.277        0.000        0.773        4.520
       6.278        0.000        0.773        4.520
       6.278        0.000        0.773        4.520
       6.278        0.000        0.773        4.520
       6.278        0.000        0.773        4.520
       6.279        0.000        0.773        4.520
       6.279        0.000        0.773        4.520
       6.279        0.000        0.773        4.520
       6.279        0.000        0.773        4.520
       6.279        0.000        0.773        4.520
       6.280        0.000        0.773        4.520
       6.280        0.000        0.773        4.520
       6.280        0.000        0.773        4.520
       6.280        0.000        0.773        4.520
       6.281        0.000        0.773        4.520
       6.281        0.000        0.773        4.520
       6.281        0.000        0.773        4.520
       6.281        0.000        0.773        4.520
       6.281        0.000        0.773        4.520
       6.282        0.000        0.773        4.520
       6.282        0.000        0.773        4.520
       6.282        0.000        0.773        4.520
       6.282        0.000        0.773        4.520
       6.283        0.000        0.773        4.520
       6.283        0.000        0.773        4.520
       6.283        0.000        0.773        4.520
       6.283        0.000        0.773        4.520
       6.283        0.000        0.773        4.520
       6.284        0.000        0.773        4.520
       6.284        0.000        0.773        4.520
       6.284        0.000        0.773        4.520
       6.284        0.000        0.773        4.520
       6.285        0.000        0.773        4.520
       6.285        0.000        0.773        4.520
       6.285        0.000        0.773        4.520
       6.285        0.000        0.773        4.520
       6.285        0.000        0.773        4.520
       6.286        0.000        0.773        4.520
       6.286        0.000        0.773        4.520
       6.286        0.000        0.773        4.520
       6.286        0.000        0.773        4.520
       6.287        0.000        0.773        4.520
       6.287        0.000        0.773        4.520
       6.287        0.000        0.773        4.520
       6.287        0.000        0.773        4.520
       6.287        0.000        0.773        4.520
       6.288        0.000        0.773        4.520
       6.288        0.000        0.773        4.520
       6.288        0.000        0.773        4.520
       6.288        0.000        0.773        4.520
       6.289        0.000        0.773        4.520
       6.289        0.000        0.773        4.520
       6.289        0.000        0.773        4.520
       6.289        0.000        0.773        4.520
       6.289        0.000        0.773        4.520
       6.290        0.000        0.773        4.520
       6.290        0.000        0.773        4.520
       6.290        0.000        0.773        4.520
       6.290        0.000        0.773        4.520
       6.290        0.000        0.773        4.520
       6.291        0.000        0.773        4.520
       6.291        0.000        0.773        4.520
       6.291        0.000        0.773        4.520
       6.291        0.000        0.773        4.520
       6.292        0.000        0.773        4.520
       6.292        0.000        0.773        4.520
       6.292        0.000        0.773        4.520
       6.292        0.000        0.773        4.520
       6.292        0.000        0.773        4.520
       6.293        0.000        0.773        4.520
       6.293        0.000        0.773        4.520
       6.293        0.000        0.773        4.520
       6.293        0.000        0.773        4.520
       6.294        0.000        0.773        4.520
       6.294        0.000        0.773        4.520
       6.294        0.000        0.773        4.520
       6.294        0.000        0.773        4.520
       6.294        0.000        0.773        4.520
       6.295        0.000        0.773        4.520
       6.295        0.000        0.773        4.520
       6.295        0.000        0.773        4.520
       6.295        0.000        0.773        4.520
       6.296        0.000        0.773        4.520
       6.296        0.000        0.773        4.520
       6.296        0.000        0.773        4.520
       6.296        0.000        0.773        4.520
       6.296        0.000        0.773        4.520
       6.297        0.000        0.773        4.520
       6.297        0.000        0.773        4.520
       6.297        0.000        0.773        4.520
       6.297        0.000        0.773        4.520
       6.298        0.000        0.773        4.520
       6.298        0.000        0.773        4.520
       6.298        0.000        0.773        4.520
       6.298        0.000        0.773        4.520
       6.298        0.000        0.773        4.520
       6.299        0.000        0.773        4.520
       6.299        0.000        0.773        4.520
       6.299        0.000        0.773        4.520
       6.299        0.000        0.773        4.520
       6.300        0.000        0.773        4.520
       6.300        0.000        0.773        4.520
       6.300        0.000        0.773        4.520
       6.300        0.000        0.773        4.520
       6.300        0.000        0.773        4.520
       6.301        0.000        0.773        4.520
       6.301        0.000        0.773        4.520
       6.301        0.000        0.773        4.520
       6.301        0.000        0.773        4.520
       6.301        0.000        0.773        4.520
       6.302        0.000        0.773        4.520
       6.302        0.000        0.773        4.520
       6.302        0.000        0.773        4.520
       6.302        0.000        0.773        4.520
       6.303        0.000        0.773        4.520
       6.303        0.000        0.773        4.520
       6.303        0.000        0.773        4.520
       6.303        0.000        0.773        4.520
       6.303        0.000        0.773        4.520
       6.304        0.000        0.773        4.520
       6.304        0.000        0.773        4.520
       6.304        0.000        0.773        4.520
       6.304        0.000        0.773        4.520
       6.305        0.000        0.773        4.520
       6.305        0.000        0.773        4.520
       6.305        0.000        0.773        4.520
       6.305        0.000        0.773        4.520
       6.305        0.000        0.773        4.520
       6.306        0.000        0.773        4.520
       6.306        0.000        0.773        4.520
       6.306        0.000        0.773        4.520
       6.306        0.000        0.773        4.520
       6.307        0.000        0.773        4.520
       6.307        0.000        0.773        4.520
       6.307        0.000        0.773        4.520
       6.307        0.000        0.773        4.520
       6.307        0.000        0.773        4.520
       6.308        0.000        0.773        4.520
       6.308        0.000        0.773        4.520
       6.308        0.000        0.773        4.520
       6.308        0.000        0.773        4.520
       6.309        0.000        0.773        4.520
       6.309        0.000        0.773        4.520
       6.309        0.000        0.773        4.520
       6.309        0.000        0.773        4.520
       6.309        0.000        0.773        4.520
       6.310        0.000        0.773        4.520
       6.310        0.000        0.773        4.520
       6.310        0.000        0.773        4.520
       6.310        0.000        0.773        4.520
       6.311        0.000        0.773        4.520
       6.311        0.000        0.773        4.520
       6.311        0.000        0.773        4.520
       6.311        0.000        0.773        4.520
       6.311        0.000        0.773        4.520
       6.312        0.000        0.773        4.520
       6.312        0.000        0.773        4.520
       6.312        0.000        0.773        4.520
       6.312        0.000        0.773        4.520
       6.312        0.000        0.773        4.520
       6.313        0.000        0.773        4.520
       6.313        0.000        0.773        4.520
       6.313        0.000        0.773        4.520
       6.313        0.000        0.773        4.520
       6.314        0.000        0.773        4.520
       6.314        0.000        0.773        4.520
       6.314        0.000        0.773        4.520
       6.314        0.000        0.773        4.520
       6.314        0.000        0.773        4.520
       6.315        0.000        0.773        4.520
       6.315        0.000        0.773        4.520
       6.315        0.000        0.773        4.520
       6.315        0.000        0.773        4.520
       6.316        0.000        0.773        4.520
       6.316        0.000        0.773        4.520
       6.316        0.000        0.773        4.520
       6.316        0.000        0.773        4.520
       6.316        0.000        0.773        4.520
       6.317        0.000        0.773        4.520
       6.317        0.000        0.773        4.520
       6.317        0.000        0.773        4.520
       6.317        0.000        0.773        4.520
       6.318        0.000        0.773        4.520
       6.318        0.000        0.773        4.520
       6.318        0.000        0.773        4.520
       6.318        0.000        0.773        4.520
       6.318        0.000        0.773        4.520
       6.319        0.000        0.773        4.520
       6.319        0.000        0.773        4.520
       6.319        0.000        0.773        4.520
       6.319        0.000        0.773        4.520
       6.320        0.000        0.773        4.520
       6.320        0.000        0.773        4.520
       6.320        0.000        0.773        4.520
       6.320        0.000        0.773        4.520
       6.320        0.000        0.773        4.520
       6.321        0.000        0.773        4.520
       6.321        0.000        0.773        4.520
       6.321        0.000        0.773        4.520
       6.321        0.000        0.773        4.520
       6.322        0.000        0.773        4.520
       6.322        0.000        0.773        4.520
       6.322        0.000        0.773        4.520
       6.322        0.000        0.773        4.520
       6.323        0.000        0.773        4.520
       6.323        0.000        0.773        4.520
       6.323        0.000        0.773        4.520
       6.323        0.000        0.773        4.520
       6.323        0.000        0.773        4.520
       6.324        0.000        0.773        4.520
       6.324        0.000        0.773        4.520
       6.324        0.000        0.773        4.520
       6.324        0.000        0.773        4.520
       6.324        0.000        0.773        4.520
       6.325        0.000        0.773        4.520
       6.325        0.000        0.773        4.520
       6.325        0.000        0.773        4.520
       6.325        0.000        0.773        4.520
       6.326        0.000        0.773        4.520
       6.326        0.000        0.773        4.520
       6.326        0.000        0.773        4.520
       6.326        0.000        0.773        4.520
       6.326        0.000        0.773        4.520
       6.327        0.000        0.773        4.520
       6.327        0.000        0.773        4.520
       6.327        0.000        0.773        4.520
       6.327        0.000        0.773        4.520
       6.328        0.000        0.773        4.520
       6.328        0.000        0.773        4.520
       6.328        0.000        0.773        4.520
       6.328        0.000        0.773        4.520
       6.328        0.000        0.773        4.520
       6.329        0.000        0.773        4.520
       6.329        0.000        0.773        4.520
       6.329        0.000        0.773        4.520
       6.329        0.000        0.773        4.520
       6.330        0.000        0.773        4.520
       6.330        0.000        0.773        4.520
       6.330        0.000        0.773        4.520
       6.330        0.000        0.773        4.520
       6.330        0.000        0.773        4.520
       6.331        0.000        0.773        4.520
       6.331        0.000        0.773        4.520
       6.331        0.000        0.773        4.520
       6.331        0.000        0.773        4.520
       6.332        0.000        0.773        4.520
       6.332        0.000        0.773        4.520
       6.332        0.000        0.773        4.520
       6.332        0.000        0.773        4.520
       6.332        0.000        0.773        4.520
       6.333        0.000        0.773        4.520
       6.333        0.000        0.773        4.520
       6.333        0.000        0.773        4.520
       6.333        0.000        0.773        4.520
       6.334        0.000        0.773        4.520
       6.334        0.000        0.773        4.520
       6.334        0.000        0.773        4.520
       6.334        0.000        0.773        4.520
       6.334        0.000        0.773        4.520
       6.335        0.000        0.773        4.520
       6.335        0.000        0.773        4.520
       6.335        0.000        0.773        4.520
       6.335        0.000        0.773        4.520
       6.336        0.000        0.773        4.520
       6.336        0.000        0.773        4.520
       6.336        0.000        0.773        4.520
       6.336        0.000        0.773        4.520
       6.336        0.000        0.773        4.520
       6.337        0.000        0.773        4.520
       6.337        0.000        0.773        4.520
       6.337        0.000        0.773        4.520
       6.337        0.000        0.773        4.520
       6.338        0.000        0.773        4.520
       6.338        0.000        0.773        4.520
       6.338        0.000        0.773        4.520
       6.338        0.000        0.773        4.520
       6.338        0.000        0.773        4.520
       6.339        0.000        0.773        4.520
       6.339        0.000        0.773        4.520
       6.339        0.000        0.773        4.520
       6.339        0.000        0.773        4.520
       6.340        0.000        0.773        4.520
       6.340        0.000        0.773        4.520
       6.340        0.000        0.773        4.520
       6.340        0.000        0.773        4.520
       6.340        0.000        0.773        4.520
       6.341        0.000        0.773        4.520
       6.341        0.000        0.773        4.520
       6.341        0.000        0.773        4.520
       6.341        0.000        0.773        4.520
       6.342        0.000        0.773        4.520
       6.342        0.000        0.773        4.520
       6.342        0.000        0.773        4.520
       6.342        0.000        0.773        4.520
       6.343        0.000        0.773        4.520
       6.344        0.000        0.773        4.520
       6.344        0.000        0.773        4.520
       6.345        0.000        0.773        4.520
       6.345        0.000        0.773        4.520
       6.346        0.000        0.773        4.520
       6.346        0.000        0.773        4.520
       6.346        0.000        0.773        4.520
       6.346        0.000        0.773        4.520
       6.347        0.000        0.773        4.520
       6.347        0.000        0.773        4.520
       6.347        0.000        0.773        4.520
       6.347        0.000        0.773        4.520
       6.347        0.000        0.773        4.520
       6.348        0.000        0.773        4.520
       6.348        0.000        0.773        4.520
       6.348        0.000        0.773        4.520
       6.348        0.000        0.773        4.520
       6.349        0.000        0.773        4.520
       6.349        0.000        0.773        4.520
       6.349        0.000        0.773        4.520
       6.349        0.000        0.773        4.520
       6.349        0.000        0.773        4.520
       6.350        0.000        0.773        4.520
       6.350        0.000        0.773        4.520
       6.350        0.000        0.773        4.520
       6.350        0.000        0.773        4.520
       6.351        0.000        0.773        4.520
       6.351        0.000        0.773        4.520
       6.351        0.000        0.773        4.520
       6.351        0.000        0.773        4.520
       6.352        0.000        0.773        4.520
       6.352        0.000        0.773        4.520
       6.352        0.000        0.773        4.520
       6.352        0.000        0.773        4.520
       6.352        0.000        0.773        4.520
       6.353        0.000        0.773        4.520
       6.353        0.000        0.773        4.520
       6.353        0.000        0.773        4.520
       6.353        0.000        0.773        4.520
       6.353        0.000        0.773        4.520
       6.354        0.000        0.773        4.520
       6.354        0.000        0.773        4.520
       6.354        0.000        0.773        4.520
       6.354        0.000        0.773        4.520
       6.355        0.000        0.773        4.520
       6.355        0.000        0.773        4.520
       6.355        0.000        0.773        4.520
       6.355        0.000        0.773        4.520
       6.355        0.000        0.773        4.520
       6.356        0.000        0.773        4.520
       6.356        0.000        0.773        4.520
       6.356        0.000        0.773        4.520
       6.356        0.000        0.773        4.520
       6.357        0.000        0.773        4.520
       6.357        0.000        0.773        4.520
       6.357        0.000        0.773        4.520
       6.357        0.000        0.773        4.520
       6.357        0.000        0.773        4.520
       6.358        0.000        0.773        4.520
       6.358        0.000        0.773        4.520
       6.358        0.000        0.773        4.520
       6.358        0.000        0.773        4.520
       6.359        0.000        0.773        4.520
       6.359        0.000        0.773        4.520
       6.359        0.000        0.773        4.520
       6.359        0.000        0.773        4.520
       6.360        0.000        0.773        4.520
       6.360        0.000        0.773        4.520
       6.360        0.000        0.773        4.520
       6.360        0.000        0.773        4.520
       6.360        0.000        0.773        4.520
       6.361        0.000        0.773        4.520
       6.361        0.000        0.773        4.520
       6.361        0.000        0.773        4.520
       6.361        0.000        0.773        4.520
       6.361        0.000        0.773        4.520
       6.362        0.000        0.773        4.520
       6.362        0.000        0.773        4.520
       6.362        0.000        0.773        4.520
       6.362        0.000        0.773        4.520
       6.363        0.000        0.773        4.520
       6.363        0.000        0.773        4.520
       6.363        0.000        0.773        4.520
       6.363        0.000        0.773        4.520
       6.363        0.000        0.773        4.520
       6.364        0.000        0.773        4.520
       6.364        0.000        0.773        4.520
       6.364        0.000        0.773        4.520
       6.364        0.000        0.773        4.520
       6.365        0.000        0.773        4.520
       6.365        0.000        0.773        4.520
       6.365        0.000        0.773        4.520
       6.365        0.000        0.773        4.520
       6.365        0.000        0.773        4.520
       6.366        0.000        0.773        4.520
       6.366        0.000        0.773        4.520
